id_these,id_hackaton,Places
ENCPOS_1907_05,h0676,abbaye de Marmoutier
ENCPOS_1907_06,h0794,abbaye de Saint-Médard de Soissons
ENCPOS_1907_06,h0794,XIVe
ENCPOS_1907_07,h0888,comtes d'Angoulême
ENCPOS_1907_08,h0904,Bourgogne
ENCPOS_1907_09,h1218,Échiquier de Normandie
ENCPOS_1907_11,h1565,Cluny
ENCPOS_1907_12,h1788,comté du Maine
ENCPOS_1907_13,h2150,roi d'Aragon
ENCPOS_1907_14,h2283,Piémont
ENCPOS_1907_17,h2679,abbé de Sahagun
ENCPOS_1907_17,h2679,Tolède
ENCPOS_1907_17,h2679,Espagne
ENCPOS_1907_19,h2736,Roucy
ENCPOS_1908_02,h0220,département de l'Allier
ENCPOS_1908_03,h0316,roi de France
ENCPOS_1908_04,h0444,Ponthieu
ENCPOS_1908_04,h0444,XIe
ENCPOS_1908_05,h0467,Hôtel royal des Invalides
ENCPOS_1908_06,h1014,Soissonnais
ENCPOS_1908_07,h1164,Eclogae
ENCPOS_1908_08,h1216,de France
ENCPOS_1908_09,h1405,La Provence
ENCPOS_1908_10,h1781,Gaule mérovingienne
ENCPOS_1908_11,h1811,Bourbonnais
ENCPOS_1908_11,h1811,XIVe siècles
ENCPOS_1908_12,h2108,Chambre des comptes de Paris
ENCPOS_1908_13,h2137,marais de Bordeaux
ENCPOS_1908_13,h2137,Bruges
ENCPOS_1908_14,h2198,Beaucaire
ENCPOS_1908_15,h2278,Longlée
ENCPOS_1908_15,h2278,de France
ENCPOS_1908_15,h2278,Madrid
ENCPOS_1908_15,h2278,la France
ENCPOS_1908_15,h2278,l'Espagne
ENCPOS_1908_16,h2633,seigneurie de Montfort
ENCPOS_1908_16,h2633,Chartres
ENCPOS_1908_16,h2633,duché de Bretagne
ENCPOS_1908_16,h2633,Xe-XIVe
ENCPOS_1908_17,h2790,abbaye de Saint-Martin de Troarn
ENCPOS_1908_17,h2790,diocèse de Bayeux
ENCPOS_1908_19,h2991,Rouen
ENCPOS_1908_19,h2991,XVIIIe
ENCPOS_1909_01,h0197,Saint-Corneille
ENCPOS_1909_03,h0408,Hôtel-Dieu d'Orléans
ENCPOS_1909_03,h0408,Moyen Âge
ENCPOS_1909_04,h1291,Guyenne
ENCPOS_1909_05,h1405,Maillebois
ENCPOS_1909_06,h1473,la France
ENCPOS_1909_07,h1736,Béarn
ENCPOS_1909_08,h1757,département du Morbihan
ENCPOS_1909_09,h1815,de France
ENCPOS_1909_10,h1885,Bouquechardière de Jean de Courcy
ENCPOS_1909_11,h1999,Morée
ENCPOS_1909_13,h2737,Paris
ENCPOS_1910_01,h0002,Chartes
ENCPOS_1910_03,h0114,Bordelais
ENCPOS_1910_03,h0114,Moyen
ENCPOS_1910_04,h0628,Comté Venaissin
ENCPOS_1910_05,h0629,cathédrale de
ENCPOS_1910_05,h0629,Troyes
ENCPOS_1910_06,h0678,Castres
ENCPOS_1910_07,h0851,Saint-Germain-l'Auxerrois
ENCPOS_1910_07,h0851,Paris
ENCPOS_1910_07,h0851,XIIIe
ENCPOS_1910_07,h0851,XIVe
ENCPOS_1910_08,h1108,Formaiton
ENCPOS_1910_08,h1108,département du
ENCPOS_1910_10,h1264,cimetière des Saints-Innocents
ENCPOS_1910_12,h1551,États d'Artois
ENCPOS_1910_14,h1602,Chapitre cathédral de
ENCPOS_1910_14,h1602,Digne
ENCPOS_1910_15,h1992,Toulouse
ENCPOS_1910_15,h1992,XIIe
ENCPOS_1910_16,h1996,Paris
ENCPOS_1910_16,h1996,XVIIe
ENCPOS_1910_16,h1996,XVIIe siècles
ENCPOS_1910_17,h2022,Maine
ENCPOS_1910_17,h2022,ville du Mans
ENCPOS_1910_18,h2160,Pays-Bas
ENCPOS_1910_20,h2737,Paris
ENCPOS_1910_21,h2745,abbaye de Montmajour
ENCPOS_1910_21,h2745,XVe siècle
ENCPOS_1910_22,h2748,église Saint-Marcel
ENCPOS_1910_22,h2748,Paris
ENCPOS_1911_01,h0260,États du duché de Bourgogne
ENCPOS_1911_02,h0272,abbaye royale de Saint-Martin de Laon
ENCPOS_1911_04,h0732,XVIIIe
ENCPOS_1911_05,h0808,Eaux
ENCPOS_1911_05,h0808,Forêts
ENCPOS_1911_06,h0890,abbaye de Sainte-Colombe de Sens
ENCPOS_1911_07,h0901,Bonnivet
ENCPOS_1911_08,h1080,Hôpital général des pauvres de Paris
ENCPOS_1911_08,h1080,XVIIe
ENCPOS_1911_09,h1200,Terre d'Auvergne
ENCPOS_1911_10,h1920,abbaye Saint-Victor
ENCPOS_1911_11,h2022,Maine
ENCPOS_1911_12,h2160,Pays-Bas
ENCPOS_1911_13,h2379,Paris
ENCPOS_1911_14,h2441,Ancenis
ENCPOS_1911_15,h2461,XVIIIe
ENCPOS_1911_15,h2461,Limoges
ENCPOS_1911_18,h2987,cathédrale de Bayeux
ENCPOS_1911_19,h3001,Grande Confrérie Notre-Dame
ENCPOS_1911_19,h3001,Paris
ENCPOS_1912_01,h0117,Vieux
ENCPOS_1912_02,h0272,abbaye royale de Saint-Martin de Laon
ENCPOS_1912_03,h0358,cathédrale de Toul
ENCPOS_1912_04,h1344,la France
ENCPOS_1912_06,h1604,XIVe
ENCPOS_1912_07,h1651,Chambre des comptes d
ENCPOS_1912_07,h1651,Angers
ENCPOS_1912_08,h1989,Mantoue
ENCPOS_1912_08,h1989,duc de Nevers
ENCPOS_1912_09,h2126,Inquisition
ENCPOS_1912_09,h2126,Dauphiné
ENCPOS_1912_09,h2126,XIVe
ENCPOS_1912_10,h2353,Périgueux
ENCPOS_1912_10,h2353,XIVe
ENCPOS_1912_11,h2738,rivière de Maine
ENCPOS_1912_12,h2819,Saint-Christophe
ENCPOS_1912_12,h2819,îles de l'Amérique
ENCPOS_1912_13,h3032,église Saint-Séverin de
ENCPOS_1913_01,h0148,XVIIIe
ENCPOS_1913_01,h0148,Bas-Poitou
ENCPOS_1913_02,h0199,abbaye de Saint-Père de Chartres
ENCPOS_1913_04,h0851,Saint-Germain-l'Auxerrois
ENCPOS_1913_04,h0851,Paris
ENCPOS_1913_08,h1456,Lyon
ENCPOS_1913_10,h1808,Quercy
ENCPOS_1913_11,h2023,XVe siècle
ENCPOS_1913_12,h2030,abbaye de Cercamp
ENCPOS_1913_12,h2030,Amiens
ENCPOS_1913_14,h2988,Cité de Dieu
ENCPOS_1914_01,h0142,abbaye de la Chaise
ENCPOS_1914_02,h0344,la Vache
ENCPOS_1914_02,h0344,Arsenal
ENCPOS_1914_03,h0364,Chapitre de Saint-Dié
ENCPOS_1914_03,h0364,Lorraine
ENCPOS_1914_04,h0416,monastère de Saint-Magloire
ENCPOS_1914_05,h0884,forêt de Fontainebleau
ENCPOS_1914_05,h0884,Moyen Âge
ENCPOS_1914_06,h0916,Lorraine
ENCPOS_1914_06,h0916,XVe siècle
ENCPOS_1914_07,h2010,archevêché de Bourges
ENCPOS_1914_10,h2250,Cluny
ENCPOS_1914_10,h2250,Xe
ENCPOS_1914_11,h2501,la Bretagne
ENCPOS_1914_11,h2501,Angleterre
ENCPOS_1914_12,h2626,Royaume de Naples
ENCPOS_1916_01,h1075,la France
ENCPOS_1916_02,h1175,Poitou
ENCPOS_1916_02,h1175,ducs d'
ENCPOS_1916_02,h1175,Aquitaine
ENCPOS_1917_01,h0073,Chapitre de Sainte-Opportune
ENCPOS_1917_02,h0935,Troyes
ENCPOS_1917_03,h1028,Aix-en-Provence
ENCPOS_1917_04,h1658,de France
ENCPOS_1917_05,h1662,forêt d'Yveline
ENCPOS_1917_06,h2028,XVIIIe
ENCPOS_1917_07,h2081,Tours
ENCPOS_1917_08,h2478,Troyes
ENCPOS_1918_01,h0412,Provence
ENCPOS_1918_03,h1624,Chambre des comptes de Paris
ENCPOS_1919_01,h1934,Toulouse
ENCPOS_1919_02,h2131,Amiens
ENCPOS_1919_03,h2714,Troyes
ENCPOS_1920_01,h0871,États de Provence
ENCPOS_1920_01,h0871,Provence
ENCPOS_1920_01,h0871,la France
ENCPOS_1920_04,h1570,église Saint-Pierre de Caen
ENCPOS_1920_05,h1809,port de Grève
ENCPOS_1920_06,h2052,Auvergne
ENCPOS_1920_07,h2407,Wallons
ENCPOS_1920_08,h2897,Renaissance
ENCPOS_1920_08,h2897,Paris
ENCPOS_1920_08,h2897,Parisis
ENCPOS_1920_08,h2897,Vexin
ENCPOS_1920b_01,h0733,abbaye de Pontigny
ENCPOS_1920b_02,h0839,France
ENCPOS_1921_01,h0020,de Béziers
ENCPOS_1921_01,h0020,Albi
ENCPOS_1921_01,h0020,Carcassonne
ENCPOS_1921_02,h0048,Ile de la Cité
ENCPOS_1921_03,h0177,abbaye cistercienne de la Noë
ENCPOS_1921_03,h0177,Evreux
ENCPOS_1921_03,h0177,Conches
ENCPOS_1921_04,h0188,La Provence
ENCPOS_1921_05,h0789,Chapitre de Saint-Honoré
ENCPOS_1921_07,h1656,Bretagne
ENCPOS_1921_07,h1656,Bretagne
ENCPOS_1921_08,h2232,Maine
ENCPOS_1921_08,h2232,XVIIIe
ENCPOS_1921_10,h1972,Winville
ENCPOS_1921_12,h2115,Dol
ENCPOS_1921_14,h2556,Tréguier
ENCPOS_1921_17,h3014,abbaye d'Almenêches
ENCPOS_1921b_01,h1701,de France
ENCPOS_1922_01,h0124,Paris
ENCPOS_1922_04,h0177,abbaye de la Noë
ENCPOS_1922_05,h0407,Normandie
ENCPOS_1922_06,h0443,Salon
ENCPOS_1922_06,h0443,Moyen Âge
ENCPOS_1922_07,h0466,Riom
ENCPOS_1922_08,h0675,Tours
ENCPOS_1922_09,h1013,Bastides de l'Astarac
ENCPOS_1922_09,h1013,Pardiac
ENCPOS_1922_10,h1422,Collège du Plessis
ENCPOS_1922_11,h1647,Méditerranée
ENCPOS_1922_12,h2134,Saint-Ouen de Rouen
ENCPOS_1922_13,h2177,abbaye de Saint-Père de Chartres
ENCPOS_1922_14,h2202,abbaye Saint-Père de Chartres
ENCPOS_1923_01,h0214,comtes de Flandre
ENCPOS_1923_01,h0214,abbaye de Saint-Bertin
ENCPOS_1923_02,h0389,Reims
ENCPOS_1923_03,h0795,Bar
ENCPOS_1923_03,h0795,Verdun
ENCPOS_1923_04,h0840,abbaye de Montier-en-Der
ENCPOS_1923_05,h0919,Anjou
ENCPOS_1923_06,h1382,Guyenne
ENCPOS_1923_07,h1403,de France
ENCPOS_1923_08,h2186,Basse-Alsace
ENCPOS_1923_09,h2337,comtes de Boulogne
ENCPOS_1923_10,h2493,Anjou
ENCPOS_1923_10,h2493,XVe siècle
ENCPOS_1923_11,h2904,comtes de Blois
ENCPOS_1923_12,h2927,comtes de la Marche de la maison de
ENCPOS_1923_12,h2927,Charroux
ENCPOS_1923_12,h2927,Xe siècle–1177
ENCPOS_1924_01,h0078,comtes de
ENCPOS_1924_01,h0078,Périgord
ENCPOS_1924_01,h0078,Périgord
ENCPOS_1924_01,h0078,Quercy
ENCPOS_1924_01,h0078,XIVe
ENCPOS_1924_03,h0223,Poitou
ENCPOS_1924_04,h0319,Saint-Rion
ENCPOS_1924_04,h0319,Beauport
ENCPOS_1924_04,h0319,Saint-Brieuc
ENCPOS_1924_05,h0563,Arisitum
ENCPOS_1924_06,h0832,royaume de France
ENCPOS_1924_09,h1364,Levant
ENCPOS_1924_10,h1505,XIVe
ENCPOS_1924_10,h1505,XVe siècle
ENCPOS_1924_11,h1626,Paris
ENCPOS_1924_12,h2099,Neufchâteau
ENCPOS_1924_12,h2099,Lorraine
ENCPOS_1924_12,h2099,Moyen
ENCPOS_1924_13,h2191,Saint-Jacques
ENCPOS_1924_13,h2191,Boucherie
ENCPOS_1924_14,h2203,Escaut
ENCPOS_1924_16,h2949,comté de Forcalquier
ENCPOS_1925_01,h0147,abbaye des Fossés
ENCPOS_1925_02,h0245,Angoumois
ENCPOS_1925_03,h0319,Saint-Rion
ENCPOS_1925_03,h0319,Beauport
ENCPOS_1925_03,h0319,Prémontrés
ENCPOS_1925_03,h0319,Beauport
ENCPOS_1925_04,h0434,Hôtes
ENCPOS_1925_04,h0434,Moyen
ENCPOS_1925_05,h1092,Rodez
ENCPOS_1925_05,h1092,XIVe
ENCPOS_1925_06,h1272,la France
ENCPOS_1925_07,h1573,abbaye Notre-Dame de Déols
ENCPOS_1925_08,h1919,Saint-Julien
ENCPOS_1925_08,h1919,Brioude
ENCPOS_1925_09,h2225,Neuchâtel-le-Lac
ENCPOS_1925_09,h2225,Moyen
ENCPOS_1925_10,h2257,Vertus
ENCPOS_1925_11,h0257,XIVe
ENCPOS_1925_12,h2342,Temporel des Prieurés simples dépendant de
ENCPOS_1925_12,h2342,Saint-Martin-des-Champs
ENCPOS_1925_12,h2342,Inventaire
ENCPOS_1925_12,h2342,XIVe
ENCPOS_1925_15,h2929,Bretagne
ENCPOS_1925_15,h2929,Saint-Brieuc
ENCPOS_1925_15,h2929,Nantes
ENCPOS_1926_01,h0007,Coëtivy
ENCPOS_1926_02,h0057,Bellevaux
ENCPOS_1926_02,h0057,Franche
ENCPOS_1926_03,h0564,Psalmodi
ENCPOS_1926_04,h0991,Bourgogne
ENCPOS_1926_05,h1089,Poitou
ENCPOS_1926_07,h1230,marquisat de
ENCPOS_1926_07,h1230,Flandre
ENCPOS_1926_07,h1230,duché de Basse-Lotharingie
ENCPOS_1926_08,h1470,Roannais
ENCPOS_1926_08,h1470,Forez
ENCPOS_1926_09,h1512,château de Loches
ENCPOS_1926_10,h1537,communauté de la Grande Boucherie
ENCPOS_1926_10,h1537,Paris
ENCPOS_1926_11,h1775,Grande Chancellerie
ENCPOS_1926_12,h2057,Moyen
ENCPOS_1926_12,h2057,Honfleur
ENCPOS_1926_14,h2215,Chastel
ENCPOS_1926_16,h2438,Lyon
ENCPOS_1926_16,h2438,XVe siècle
ENCPOS_1926_18,h3017,États du Mâconnais
ENCPOS_1926_18,h3017,XIVe
ENCPOS_1926_18,h3017,XVe siècles
ENCPOS_1927_01,h0150,Neuchâtel
ENCPOS_1927_01,h0150,Luxembourg
ENCPOS_1927_03,h0486,Puy
ENCPOS_1927_03,h0486,abbé de
ENCPOS_1927_05,h1007,Saint-Pourçain
ENCPOS_1927_06,h1277,Grasse
ENCPOS_1927_06,h1277,Provence
ENCPOS_1927_09,h1908,Pléiade 
ENCPOS_1927_12,h2193,Paris
ENCPOS_1927_13,h2231,Velay
ENCPOS_1927_14,h2638,abbaye d'Obazine
ENCPOS_1927_14,h2638,Bas-Limousin
ENCPOS_1928_02,h0602,Temple de Breuil
ENCPOS_1928_03,h0985,France
ENCPOS_1928_05,h1128,Alsace
ENCPOS_1928_06,h1136,Sud-Ouest
ENCPOS_1928_07,h1905,Gaucher de Châtillon
ENCPOS_1928_08,h1837,Langres
ENCPOS_1928_09,h1994,Mantes
ENCPOS_1928_10,h2383,seigneurie d'Apremont
ENCPOS_1928_11,h2762,Ambronay
ENCPOS_1928_12,h2996,Saint-Augustin
ENCPOS_1929_02,h0225,Navarre
ENCPOS_1929_03,h0268,Ile de France
ENCPOS_1929_03,h0268,Ile maurice
ENCPOS_1929_04,h0279,Harfleur
ENCPOS_1929_04,h0279,du Havre
ENCPOS_1929_06,h0838,Tarascon
ENCPOS_1929_07,h0949,Châtellenie de Pont-de-Vaux
ENCPOS_1929_07,h0949,Châtelains
ENCPOS_1929_09,h0986,monastère de Saint-Louis de Poissy
ENCPOS_1929_10,h1008,Etampes
ENCPOS_1929_11,h1354,Inde
ENCPOS_1929_11,h1354,Français
ENCPOS_1929_12,h1378,Saint-Gilles-du-Gard
ENCPOS_1929_13,h1527,Naples
ENCPOS_1929_16,h2059,Chalon-sur-Saône
ENCPOS_1929_18,h2403,Florac
ENCPOS_1929_19,h2491,de Besançon
ENCPOS_1929_20,h2705,Comtes de Provence
ENCPOS_1929_21,h2918,Chazelles-en-Forez
ENCPOS_1929_21,h2918,XVe siècle
ENCPOS_1929_22,h3073,Réponse de la Dame
ENCPOS_1930_01,h0153,Argentens
ENCPOS_1930_03,h0351,Moyen
ENCPOS_1930_04,h0925,Cahors
ENCPOS_1930_05,h1215,forêt de Saint-Germain-en-Laye
ENCPOS_1930_05,h1215,XVIIIe
ENCPOS_1930_06,h1284,en Bretagne
ENCPOS_1930_07,h1373,port de
ENCPOS_1930_07,h1373,Brest
ENCPOS_1930_08,h1735,XIVe
ENCPOS_1930_08,h1735,XVe siècle
ENCPOS_1930_09,h1804,Basse-Bretagne
ENCPOS_1930_10,h2034,Bressuire
ENCPOS_1930_11,h2158,Martinique
ENCPOS_1930_14,h2650,?-1503
ENCPOS_1931_02,h0255,monastère Notre-Dame d
ENCPOS_1931_03,h0785,La France
ENCPOS_1931_03,h0785,Côte Coromandel
ENCPOS_1931_03,h0785,rappel de Dupleix
ENCPOS_1931_07,h3019,abbaye Saint-Antoine-des-Champs
ENCPOS_1931_08,h1207,comté de
ENCPOS_1931_09,h1241,Berry
ENCPOS_1931_09,h1241,Inventaire
ENCPOS_1931_10,h1413,France
ENCPOS_1931_11,h1468,diocèse de
ENCPOS_1931_11,h1468,Cambrai
ENCPOS_1931_13,h1643,Bourges
ENCPOS_1931_14,h1652,Basse-Alsace
ENCPOS_1931_16,h1783,Najac
ENCPOS_1931_16,h1783,Rouergue
ENCPOS_1931_17,h1833,royaume d'
ENCPOS_1931_17,h1833,Arles
ENCPOS_1931_17,h1833,France
ENCPOS_1931_20,h2473,Bénéfices
ENCPOS_1931_20,h2473,Notre-Dame de Paris
ENCPOS_1931_21,h2744,comtes d'Albon
ENCPOS_1931_21,h2744,Viennois
ENCPOS_1931_22,h2926,Savoie
ENCPOS_1932_01,h0004,Moyen
ENCPOS_1932_03,h0398,comté d'Anjou
ENCPOS_1932_05,h0553,abbaye de Fécamp
ENCPOS_1932_08,h1049,Navarre
ENCPOS_1932_08,h1049,Aragon
ENCPOS_1932_08,h1049,Castille
ENCPOS_1932_09,h1208,Commercy
ENCPOS_1932_10,h1866,abbaye de Saint-Denis
ENCPOS_1932_10,h1866,province ecclésiastique de
ENCPOS_1932_11,h2247,Combraille
ENCPOS_1932_11,h2247,Auvergne
ENCPOS_1932_11,h2247,Franc-Alleu
ENCPOS_1932_12,h2498,Mende
ENCPOS_1932_15,h3002,Angers
ENCPOS_1932_17,h3026,Sully
ENCPOS_1932_18,h3065,abbaye de Saint-Satur
ENCPOS_1932_18,h3065,Sancerre
ENCPOS_1932_18,h3065,diocèse de Bourges
ENCPOS_1933_01,h0667,Orléans
ENCPOS_1933_02,h0863,Pontoise
ENCPOS_1933_02,h0863,Rouen
ENCPOS_1933_02,h0863,Pontoise
ENCPOS_1933_03,h0960,du Maine
ENCPOS_1933_04,h1120,Bas-Languedoc
ENCPOS_1933_04,h1120,Xe
ENCPOS_1933_05,h1475,Rouen
ENCPOS_1933_07,h1659,quartier des Halles
ENCPOS_1933_07,h1659,Paris
ENCPOS_1933_08,h1824,abbaye de Saint-Amand
ENCPOS_1933_08,h1824,Rouen
ENCPOS_1933_09,h1915,XIe-XIVe
ENCPOS_1933_11,h2242,Paris
ENCPOS_1933_12,h2252,abbaye de Solignac
ENCPOS_1933_12,h2252,XVe siècle
ENCPOS_1933_13,h2432,Marseille
ENCPOS_1933_15,h2582,Amérique
ENCPOS_1933_16,h2719,Strasbourg
ENCPOS_1933_16,h2719,XIVe
ENCPOS_1933_16,h2719,XVe siècle
ENCPOS_1933_17,h2950,Montferrand
ENCPOS_1934_02,h0119,comté de Valois
ENCPOS_1934_02,h0119,de France
ENCPOS_1934_04,h0311,de Lille
ENCPOS_1934_05,h0725,Consolation de Boèce
ENCPOS_1934_06,h0826,de l'Ouest
ENCPOS_1934_06,h0826,la France
ENCPOS_1934_07,h1361,Gisors
ENCPOS_1934_08,h1562,Franche
ENCPOS_1934_09,h1628,Saint-Germain-des-Prés
ENCPOS_1934_09,h1628,XVe siècle
ENCPOS_1934_10,h1931,Rome
ENCPOS_1934_11,h2317,Lyon
ENCPOS_1934_12,h2421,Riez
ENCPOS_1934_13,h2503,Orléans
ENCPOS_1934_14,h2546,vallée de la Somme
ENCPOS_1934_15,h2604,Paris
ENCPOS_1935_01,h0156,Bretagne
ENCPOS_1935_01,h0156,Touraine
ENCPOS_1935_01,h0156,Anjou
ENCPOS_1935_01,h0156,Normandie
ENCPOS_1935_03,h0457,Port-Louis
ENCPOS_1935_03,h0457,Lorient
ENCPOS_1935_04,h0458,abbaye de Savigny
ENCPOS_1935_04,h0458,Avranches
ENCPOS_1935_05,h0485,Carpentras
ENCPOS_1935_06,h0572,comté de Guines
ENCPOS_1935_07,h0696,bibliothèque nationale de Paris
ENCPOS_1935_08,h0951,Aunis
ENCPOS_1935_08,h0951,Saintonge
ENCPOS_1935_09,h1153,Angleterre
ENCPOS_1935_11,h1321,Morvan
ENCPOS_1935_13,h1498,Saint-Germain-l'Auxerrois
ENCPOS_1935_13,h1498,Paris
ENCPOS_1935_14,h1765,abbaye de Saint-Evroul
ENCPOS_1935_19,h2102,Lille
ENCPOS_1935_20,h2504,Provence
ENCPOS_1935_20,h2504,Forcalquier
ENCPOS_1935_21,h2827,évêché de Metz
ENCPOS_1935_22,h2916,XIVe
ENCPOS_1935_22,h2916,département de la Manche
ENCPOS_1935_23,h2977,Haut-Dauphiné
ENCPOS_1936_01,h0531,Byzance
ENCPOS_1936_03,h0941,Pontoise
ENCPOS_1936_07,h1495,léproserie du Val d'Abbeville
ENCPOS_1936_07,h1495,XIIe
ENCPOS_1936_07,h1495,XVIIe
ENCPOS_1936_09,h1713,Vitré
ENCPOS_1936_12,h1852,Normandie
ENCPOS_1936_13,h2064,de France
ENCPOS_1936_14,h2355,XIVe
ENCPOS_1936_14,h2355,XVe siècles
ENCPOS_1936_15,h2386,Nouvelle-France
ENCPOS_1937_02,h0587,Chartreuse d
ENCPOS_1937_02,h0587,diocèse de Nevers
ENCPOS_1937_03,h0685,Saint-Marcel
ENCPOS_1937_03,h0685,Paris
ENCPOS_1937_04,h0815,Lyon
ENCPOS_1937_04,h0815,XVIIIe
ENCPOS_1937_05,h0821,Auxerrois
ENCPOS_1937_06,h1029,Comminges
ENCPOS_1937_08,h1566,comté de Rethel
ENCPOS_1937_08,h1566,XIVe
ENCPOS_1937_08,h1566,XIVe siècles
ENCPOS_1937_09,h1622,duché d'Orléans
ENCPOS_1937_10,h1705,Poitiers
ENCPOS_1937_11,h1838,département du Finistère
ENCPOS_1937_13,h2016,Béarn
ENCPOS_1937_13,h2016,XIVe
ENCPOS_1937_13,h2016,XVe siècle
ENCPOS_1937_14,h2040,roi de Navarre
ENCPOS_1937_16,h2872,Bourbonnais
ENCPOS_1937_16,h2872,Auvergne
ENCPOS_1937_17,h2889,Vexin français
ENCPOS_1937_18,h3028,Cosmographia
ENCPOS_1938_02,h0377,abbaye de l île
ENCPOS_1938_03,h0695,Bourgogne
ENCPOS_1938_04,h0914,Comtat-Venaissin
ENCPOS_1938_04,h0914,État d'Avignon
ENCPOS_1938_05,h1455,Tours
ENCPOS_1938_05,h1455,XVe siècle
ENCPOS_1938_08,h2248,Saint-Malo
ENCPOS_1938_09,h2319,Annamites
ENCPOS_1938_09,h2319,Tonkin
ENCPOS_1938_09,h2319,XVIIe siècle
ENCPOS_1938_11,h2357,Dijon
ENCPOS_1938_12,h2733,Rouen
ENCPOS_1938_12,h2733,XVIe siècle : l'
ENCPOS_1938_12,h2733,Hôtel-Dieu
ENCPOS_1939_01,h0062,abbaye Notre-Dame de Montivilliers
ENCPOS_1939_01,h0062,diocèse de Rouen
ENCPOS_1939_02,h0185,Lorraine
ENCPOS_1939_03,h0194,la France
ENCPOS_1939_03,h0194,Guinée
ENCPOS_1939_06,h0914,Avignon
ENCPOS_1939_06,h0914,Comtat Venaissin
ENCPOS_1939_07,h1048,Monein
ENCPOS_1939_07,h1048,Béarn
ENCPOS_1939_08,h1137,Saint-Jean de Jérusalem
ENCPOS_1939_08,h1137,Aix-en-Provence
ENCPOS_1939_09,h1195,de Lille
ENCPOS_1939_10,h1254,Haute-Auvergne
ENCPOS_1939_10,h1254,XIIIe
ENCPOS_1939_11,h1401,Chalon-sur-Saône
ENCPOS_1939_11,h1401,XVe siècle
ENCPOS_1939_12,h1550,Alsace
ENCPOS_1939_13,h1682,XVIIe
ENCPOS_1939_14,h1762,Grand
ENCPOS_1939_14,h1762,Petit-Caux
ENCPOS_1939_14,h1762,diocèse de Rouen
ENCPOS_1939_15,h1896,Luxembourg
ENCPOS_1939_15,h1896,Xe
ENCPOS_1939_16,h2091,XIVe siècles
ENCPOS_1939_17,h2184,Paris
ENCPOS_1939_18,h2385,France
ENCPOS_1939_19,h2476,Forez
ENCPOS_1939_21,h2677,Normandie
ENCPOS_1940_01,h0266,Valence
ENCPOS_1940_01,h0266,Die
ENCPOS_1940_03,h0421,La Somme le roi
ENCPOS_1940_04,h0618,Vienne
ENCPOS_1940_05,h0797,Graville
ENCPOS_1940_05,h0797,pays de Caux
ENCPOS_1940_08,h1799,Grands jours
ENCPOS_1940_08,h1799,Paris
ENCPOS_1940_09,h2226,Grande Chartreuse
ENCPOS_1940_09,h2226,Moyen
ENCPOS_1940_10,h2281,Epistola
ENCPOS_1941_01,h0253,Troyes
ENCPOS_1941_01,h0253,XIVe
ENCPOS_1941_01,h0253,XIVe siècles
ENCPOS_1941_02,h0411,Aurillac
ENCPOS_1941_02,h0411,XVe siècle
ENCPOS_1941_03,h0652,Paris
ENCPOS_1941_04,h0747,comté d'Angoulême
ENCPOS_1941_07,h1394,France
ENCPOS_1941_09,h2121,comté de Blois
ENCPOS_1941_12,h2749,Vigiles
ENCPOS_1941_13,h2761,Toulouse
ENCPOS_1941_13,h2761,XIIIe
ENCPOS_1941_13,h2761,XIVe siècles
ENCPOS_1941_14,h2959,Bretagne
ENCPOS_1942_02,h0309,Angleterre
ENCPOS_1942_03,h0429,Marseille
ENCPOS_1942_04,h0516,Rabastens
ENCPOS_1942_05,h0593,Alpes briançonnaises
ENCPOS_1942_05,h0593,Vallouise
ENCPOS_1942_06,h0688,Paris
ENCPOS_1942_08,h1160,Paris
ENCPOS_1942_12,h2135,Saint-Etienne
ENCPOS_1942_12,h2135,Nevers
ENCPOS_1942_13,h2363,de Bourges
ENCPOS_1942_13,h2363,XVIIIe
ENCPOS_1942_14,h2459,Brioude
ENCPOS_1942_15,h2928,Bibl
ENCPOS_1942_15,h2928,fr
ENCPOS_1942b_01,h2680,Thiérache
ENCPOS_1943_01,h0152,l'Empire
ENCPOS_1943_03,h0415,Ruralium
ENCPOS_1943_04,h0552,Église cathédrale de Paris
ENCPOS_1943_06,h0783,de France
ENCPOS_1943_09,h1039,Saint-Pierre-le-Moutier
ENCPOS_1943_10,h1160,Paris
ENCPOS_1943_11,h1324,France
ENCPOS_1943_12,h1425,Quimper
ENCPOS_1943_12,h1425,Vannes
ENCPOS_1943_13,h1585,Grasse
ENCPOS_1943_13,h1585,Saint-Paul-de-Vence
ENCPOS_1943_14,h1776,Languedoc
ENCPOS_1943_14,h1776,XVIIe
ENCPOS_1943_14,h1776,XVIIIe
ENCPOS_1943_15,h1922,Blois
ENCPOS_1943_16,h1963,Paris
ENCPOS_1943_17,h2038,diocèse de Bayeux
ENCPOS_1943_17,h2038,XVe siècle
ENCPOS_1943_18,h2091,XIVe siècles
ENCPOS_1943_19,h2145,Politiques
ENCPOS_1943_19,h2145,Vivarais
ENCPOS_1943_21,h2520,Montlaur
ENCPOS_1943_21,h2520,XVe siècle
ENCPOS_1943_22,h2623,Grenoble
ENCPOS_1943_22,h2623,XVIIIe
ENCPOS_1943_23,h2643,duché de Bourgogne
ENCPOS_1943_24,h2672,Vexin français
ENCPOS_1943_24,h2672,Vexin normand
ENCPOS_1943_25,h3024,Pays chartrain
ENCPOS_1944_01,h0419,collège de la Trinité
