id_these,id_hackaton,Places
ENCPOS_1944_01,h0419,Lyon
ENCPOS_1944_02,h0505,Occident
ENCPOS_1944_03,h0547,Paris
ENCPOS_1944_05,h0702,Nevers
ENCPOS_1944_06,h1318,Saint-Malo
ENCPOS_1944_06,h1318,XVIe siècle
ENCPOS_1944_07,h1516,Marmoutier
ENCPOS_1944_07,h1516,Chemillé
ENCPOS_1944_10,h1947,Palais
ENCPOS_1944_11,h2129,Champagne
ENCPOS_1944_12,h2138,France
ENCPOS_1944_13,h2194,Poitou
ENCPOS_1944_15,h2395,Vaillant
ENCPOS_1945_01,h0071,Montauban
ENCPOS_1945_03,h0097,Provence
ENCPOS_1945_04,h0171,Notre-Dame-des-Prés
ENCPOS_1945_04,h0171,abbaye cistercienne
ENCPOS_1945_04,h0171,Troyes
ENCPOS_1945_06,h0343,Paris
ENCPOS_1945_08,h0704,Paris
ENCPOS_1945_09,h0783,abbaye de Longues
ENCPOS_1945_09,h0783,diocèse de Bayeux
ENCPOS_1945_10,h0892,Bordeaux
ENCPOS_1945_12,h2172,Senlis
ENCPOS_1945_13,h2555,abbaye de Notre-Dame-du-Lys
ENCPOS_1945_13,h2555,diocèse de
ENCPOS_1945_14,h3059,Grand Gauthier
ENCPOS_1945_14,h3059,Poitou
ENCPOS_1946_01,h0221,Bordelais
ENCPOS_1946_01,h0221,Moyen
ENCPOS_1946_03,h0804,Forez
ENCPOS_1946_05,h1067,de Bourges
ENCPOS_1946_05,h1067,Limoges
ENCPOS_1946_05,h1067,Clermont
ENCPOS_1946_05,h1067,Xe
ENCPOS_1946_06,h1079,Picardie
ENCPOS_1946_07,h1130,diocèse de Chalon
ENCPOS_1946_08,h1204,comté d'Auvergne
ENCPOS_1946_09,h1268,Berry
ENCPOS_1946_11,h1415,Auxerrois
ENCPOS_1946_12,h1759,Anjou
ENCPOS_1946_13,h2139,Lorraine
ENCPOS_1946_13,h2139,Bar
ENCPOS_1946_15,h2360,Sentences
ENCPOS_1946_16,h2439,Châlons-sur-Marne
ENCPOS_1946_16,h2439,XVIIe
ENCPOS_1946_17,h2486,Rieux
ENCPOS_1946_17,h2486,Pins
ENCPOS_1946_18,h2632,Manosque
ENCPOS_1946_19,h2917,Châtelet de Paris
ENCPOS_1946_20,h2961,La Rochelle
ENCPOS_1947_02,h0160,Moyen
ENCPOS_1947_05,h0905,Fronde
ENCPOS_1947_06,h1162,Laon
ENCPOS_1947_07,h1337,Avignon
ENCPOS_1947_07,h1337,XVe siècle
ENCPOS_1947_08,h1502,Parlement de Bordeaux
ENCPOS_1947_09,h1709,Blanc
ENCPOS_1947_13,h2230,Servais
ENCPOS_1947_14,h2513,de Besançon
ENCPOS_1947_15,h2637,Saint-Flour
ENCPOS_1947_16,h2824,Clermont
ENCPOS_1947_17,h3057,La Mothe
ENCPOS_1947_17,h3057,Bourmont
ENCPOS_1948_02,h0263,Chartreuse
ENCPOS_1948_02,h0263,Bourgfontaine-en-Valois
ENCPOS_1948_03,h0397,Breviari d
ENCPOS_1948_04,h0677,Lorraine
ENCPOS_1948_04,h0677,Bar
ENCPOS_1948_05,h0965,Paris
ENCPOS_1948_06,h1161,Amiens
ENCPOS_1948_06,h1161,XIIIe
ENCPOS_1948_06,h1161,XIVe siècles
ENCPOS_1948_07,h1441,Sologne
ENCPOS_1948_07,h1441,XIVe
ENCPOS_1948_09,h1803,Périgord
ENCPOS_1948_10,h1917,Saint-Malo
ENCPOS_1948_11,h2042,Gille de Rome
ENCPOS_1948_12,h2213,Poitou
ENCPOS_1948_13,h2296,prévôté de Corbeil
ENCPOS_1948_14,h2358,archidiaconé d'Autun
ENCPOS_1948_16,h2558,Cormeilles-en-Vexin
ENCPOS_1948_16,h2558,XVIIIe
ENCPOS_1948_17,h2792,abbaye de Montiéramey
ENCPOS_1948_18,h2879,Bourges
ENCPOS_1948_19,h3051,XVIIIe
ENCPOS_1948_20,h3106,XVe siècle
ENCPOS_1949_01,h0064,Salm
ENCPOS_1949_01,h0064,Vosges
ENCPOS_1949_01,h0064,XVIIIe
ENCPOS_1949_02,h0069,abbaye de Longchamp
ENCPOS_1949_03,h0356,Bourgogne
ENCPOS_1949_04,h0366,Sentences
ENCPOS_1949_05,h0426,Lyon
ENCPOS_1949_06,h0610,Île-de-France
ENCPOS_1949_07,h0866,Hôpital Saint-Yves de Rennes
ENCPOS_1949_08,h0966,Michault
ENCPOS_1949_10,h1189,abbaye de Clairvaux
ENCPOS_1949_11,h1310,Paris
ENCPOS_1949_11,h1310,XVe siècle
ENCPOS_1949_12,h1385,Bayonne
ENCPOS_1949_12,h1385,XVe siècle
ENCPOS_1949_13,h1410,Strasbourg
ENCPOS_1949_14,h1649,de France
ENCPOS_1949_15,h3168,France
ENCPOS_1949_16,h1785,Guyenne
ENCPOS_1949_18,"h1861,h2764",Béarn
ENCPOS_1949_19,h1980,Rugles
ENCPOS_1949_20,h1985,XVIIIe
ENCPOS_1949_20,h1985,Aquitaine
ENCPOS_1949_21,h2701,comté d'Embrun
ENCPOS_1949_22,h2753,XVIIIe
ENCPOS_1949_23,h2845,ville de Saint-Denis
ENCPOS_1949_23,h2845,XVIIIe
ENCPOS_1949_25,h2953,Gascogne
ENCPOS_1949_26,h3107,Notre-Dame de Paris
ENCPOS_1949_27,h3110,Marseille
ENCPOS_1950_01,h0289,Paris
ENCPOS_1950_02,h0348,château de Fontainebleau
ENCPOS_1950_03,h0359,XIVe
ENCPOS_1950_03,h0359,XVe siècles
ENCPOS_1950_05,h0523,Toulouse
ENCPOS_1950_05,h0523,XVIe siècle
ENCPOS_1950_06,h0525,Savigny-en-Lyonnais
ENCPOS_1950_07,h0630,Bas-Dauphiné
ENCPOS_1950_07,h0630,XVIIIe
ENCPOS_1950_08,h0700,Sainte-Foy-la-Grande
ENCPOS_1950_10,h0910,abbaye Saint-Victor-de-Marseille
ENCPOS_1950_12,h1190,Flandre wallonne
ENCPOS_1950_12,h1190,XIVe
ENCPOS_1950_13,h1350,conseil ducal de Bretagne
ENCPOS_1950_13,h1350,XVe siècle
ENCPOS_1950_14,h1381,Paris
ENCPOS_1950_15,h1702,Melle
ENCPOS_1950_18,h1961,Paris
ENCPOS_1950_19,h2381,Paris
ENCPOS_1950_21,h2514,comté de Montbéliard
ENCPOS_1950_23,h2565,Moyen
ENCPOS_1950_24,h2701,Embrunais
ENCPOS_1950_25,h2787,seigneurie de Saint-Cloud
ENCPOS_1950_25,h2787,Garches
ENCPOS_1950_25,h2787,Marnes aux XVIIe
ENCPOS_1951_01,h0090,abbaye de Montier-la-Celle
ENCPOS_1951_01,h0090,XIVe
ENCPOS_1951_02,h0133,Tours
ENCPOS_1951_02,h0133,XVe siècle
ENCPOS_1951_04,h0437,Bourbonnais
ENCPOS_1951_04,h0437,XVe siècle
ENCPOS_1951_06,h0463,Calais
ENCPOS_1951_07,h0582,Haras d'Ancien Régime
ENCPOS_1951_07,h0582,Bretagne
ENCPOS_1951_08,h0997,Paris
ENCPOS_1951_09,h1397,Villepreux
ENCPOS_1951_09,h1397,XVIIIe
ENCPOS_1951_10,h1444,Palais de la Cité
ENCPOS_1951_10,h1444,Paris
ENCPOS_1951_11,h1469,Chancellerie impériale
ENCPOS_1951_11,h1469,Byzance
ENCPOS_1951_13,h1567,Chauny
ENCPOS_1951_14,h1569,Lyon
ENCPOS_1951_15,h1589,Paris
ENCPOS_1951_16,h1936,église Notre-Dame d
ENCPOS_1951_20,h2328,Normandie
ENCPOS_1951_20,h2328,de France
ENCPOS_1951_21,h2460,Bordelais
ENCPOS_1951_23,h2920,Provence
ENCPOS_1951_24,h3101,Ferrette
ENCPOS_1952_01,h0116,abbaye Saint-Pierre de Moissac
ENCPOS_1952_02,h0211,abbaye Saint-Melaine de Rennes
ENCPOS_1952_03,h0481,Bas
ENCPOS_1952_04,h0579,Paris
ENCPOS_1952_04,h0579,XVIIe
ENCPOS_1952_06,h1244,Paris
ENCPOS_1952_06,h1244,XVIIe siècle
ENCPOS_1952_07,h1302,Luxeuil
ENCPOS_1952_08,h1325,Languedoc
ENCPOS_1952_08,h1325,XVe siècle
ENCPOS_1952_09,h1341,Haut-Maine
ENCPOS_1952_11,h1450,la France
ENCPOS_1952_13,h2174,Beaujeu
ENCPOS_1952_13,h2174,Xe
ENCPOS_1952_15,h2260,Pont-au-Change
ENCPOS_1952_16,h2481,Voie d Enfer
ENCPOS_1952_18,h2912,abbaye de Saint-Maurice d
ENCPOS_1953_01,h0209,Orgueilleuse
ENCPOS_1953_02,h0414,Forez
ENCPOS_1953_03,h0513,Capétiens
ENCPOS_1953_04,h0721,ville de Saint-Denis
ENCPOS_1953_06,h0305,Saint-Sépulcre
ENCPOS_1953_06,h0305,Paris
ENCPOS_1953_07,h1260,Saint-Martin-de-Tours
ENCPOS_1953_08,h1380,Nevers
ENCPOS_1953_10,h1739,Pauvreté
ENCPOS_1953_11,h1911,Faubourg Saint-Honoré
ENCPOS_1953_11,h1911,Paris
ENCPOS_1953_11,h1911,XVIIIe
ENCPOS_1953_13,h2027,abbaye de Fécamp
ENCPOS_1953_14,h2045,Riom
ENCPOS_1953_14,h2045,XVIIIe
ENCPOS_1953_18,h2651,Xe
ENCPOS_1953_19,h2907,Venise
ENCPOS_1953_19,h2907,Egypte
ENCPOS_1953_19,h2907,XIVe
ENCPOS_1953_19,h2907,XVe siècles
ENCPOS_1954_03,h0462,de Besançon
ENCPOS_1954_04,h0465,comté d'Angoulême
ENCPOS_1954_05,h0802,XVIe siècle
ENCPOS_1954_10,h1243,Paris
ENCPOS_1954_10,h1243,Sens
ENCPOS_1954_12,h1632,Canada
ENCPOS_1954_15,h2197,Tours
ENCPOS_1954_16,h2217,Guyane française
ENCPOS_1954_16,h2217,XVIIIe
ENCPOS_1954_17,h2303,États de Comminges
ENCPOS_1954_18,h2308,diocèse de Lisieux
ENCPOS_1954_20,h2574,Auxerre
ENCPOS_1954_20,h2574,XVIIe
ENCPOS_1954_21,h2624,Bas-Poitou
ENCPOS_1954_21,h2624,Xe
ENCPOS_1954_22,h2952,Picquigny
ENCPOS_1954_22,h2952,Amiens
ENCPOS_1955_01,h0003,Espagne
ENCPOS_1955_02,h0267,Saint-Merry
ENCPOS_1955_02,h0267,Paris
ENCPOS_1955_03,h0512,de Saint-Denis
ENCPOS_1955_05,h0903,Auvergne
ENCPOS_1955_06,h0962,Châteaudun
ENCPOS_1955_07,h1143,Provence
ENCPOS_1955_11,h1731,Lorraine
ENCPOS_1955_13,h2984,Sarlat
ENCPOS_1955_14,h3056,XIVe
ENCPOS_1956_01,h0113,Violons de la Musique de la Chambre
ENCPOS_1956_03,h0178,états d'Artois
ENCPOS_1956_04,h0488,de France
ENCPOS_1956_05,h0742,Châlons
ENCPOS_1956_07,h1167,Soissons
ENCPOS_1956_08,h1436,Hôtel-Dieu de Beauvais
ENCPOS_1956_10,h2509,Poitou
ENCPOS_1956_10,h2509,IXe
ENCPOS_1956_11,h2739,Toul
ENCPOS_1956_12,h2770,XVe siècle
ENCPOS_1956_12,h2770,Notre-Dame
ENCPOS_1956_13,h2813,Branche
ENCPOS_1956_14,h3105,Alsace
ENCPOS_1956_14,h3105,Schneider
ENCPOS_1956_14,h3105,Colmar
ENCPOS_1957_02,h0140,Angers
ENCPOS_1957_02,h0140,l'Empire
ENCPOS_1957_03,h0154,Saint-Pierre de Lille
ENCPOS_1957_04,h0204,Genève
ENCPOS_1957_05,h0657,de Bourges
ENCPOS_1957_05,h0657,Limoges
ENCPOS_1957_06,h0669,ville de Metz
ENCPOS_1957_06,h0669,XVe siècle
ENCPOS_1957_08,h1122,Poitou
ENCPOS_1957_08,h1122,XVe siècle
ENCPOS_1957_09,h1252,Saint-André-des-Arts
ENCPOS_1957_09,h1252,Paris
ENCPOS_1957_10,h1443,Traitté
ENCPOS_1957_11,h1880,Amiens
ENCPOS_1957_13,h2182,canton de
ENCPOS_1957_13,h2182,Saint-Amant-de-Boixe
ENCPOS_1957_13,h2182,Charente
ENCPOS_1957_14,h2322,Châteauroux
ENCPOS_1957_15,h2413,Rosarius
ENCPOS_1957_16,h2517,France
ENCPOS_1957_17,h2541,Saint-Domingue
ENCPOS_1957_18,h2613,ducs de Bretagne
ENCPOS_1957_18,h2613,XVe siècle
ENCPOS_1958_02,h0314,Saint-Jean-d'Angély
ENCPOS_1958_03,h0735,Parlement de Grenoble
ENCPOS_1958_03,h0735,Dauphiné
ENCPOS_1958_04,h0947,XVe siècle
ENCPOS_1958_05,h1058,abbaye de Saint-Médard de Soissons
ENCPOS_1958_06,h1065,abbaye de Saint-Pierremont
ENCPOS_1958_07,h1574,comté de Champagne
ENCPOS_1958_08,h1586,Dijon
ENCPOS_1958_08,h1586,XIVe
ENCPOS_1958_09,h1608,la France
ENCPOS_1958_10,h1721,XVe siècle
ENCPOS_1958_10,h1721,Nevers
ENCPOS_1958_10,h1721,Châlon-sur-Saône
ENCPOS_1958_11,h1704,abbaye de Saint-Germain-des-Prés
ENCPOS_1958_12,h1756,Breuil
ENCPOS_1958_12,h1756,XIVe
ENCPOS_1958_13,h1878,de Lille
ENCPOS_1958_14,h2106,département de Rochefort
ENCPOS_1958_15,h2350,Sologne
ENCPOS_1958_15,h2350,XVIIIe
ENCPOS_1958_16,h2369,Bonum
ENCPOS_1958_17,h2612,abbaye Saint-Jean-des-Vignes de Soissons
ENCPOS_1958_20,h3040,Angers
ENCPOS_1958_21,h3074,Ukraine
ENCPOS_1958_21,h3074,XVIIIe
ENCPOS_1959_01,h0196,la France
ENCPOS_1959_02,h0446,XVIIIe
ENCPOS_1959_04,h0736,diocèse de Lausanne
ENCPOS_1959_04,h0736,Moyen
ENCPOS_1959_05,h0781,Delle
ENCPOS_1959_06,h1242,abbaye de Marmoutier du Xe
ENCPOS_1959_07,h1261,diocèse de Sens
ENCPOS_1959_07,h1261,Moyen
ENCPOS_1959_08,h1510,Cambrai
ENCPOS_1959_09,h1733,Gascogne
ENCPOS_1959_09,h1733,XVIIIe
ENCPOS_1959_10,h2301,Paris
ENCPOS_1959_11,h2389,abbaye de Saint-Germain d
ENCPOS_1959_12,h2404,XVIIIe
ENCPOS_1959_13,h2831,Perche
ENCPOS_1959_13,h2831,Xe
ENCPOS_1960_01,h0107,Sully
ENCPOS_1960_04,h1315,Saint-Quentin
ENCPOS_1960_05,h1411,abbaye de Fontevrault
ENCPOS_1960_05,h1411,Haut-Poitou
ENCPOS_1960_05,h1411,XVe siècle
ENCPOS_1960_06,h1499,forêt de Compiègne
ENCPOS_1960_08,h1666,Paris
ENCPOS_1960_10,h1944,Rouen
ENCPOS_1960_10,h1944,XIIIe
ENCPOS_1960_10,h1944,XVe siècle
ENCPOS_1960_11,h2096,comtes de Bourgogne
ENCPOS_1960_11,h2096,Souabe
ENCPOS_1960_12,h2271,Rhône 
ENCPOS_1960_12,h2271,Moyen
ENCPOS_1960_14,h2488,Ajaccio
ENCPOS_1960_15,h2636,Saint-Pierre-et-Miquelon
ENCPOS_1960_15,h2636,Terre
ENCPOS_1960_15,h2636,XVIIIe
ENCPOS_1960_16,h3085,abbaye de Saint-Bertin du VIIe
ENCPOS_1960_17,h3119,Haute-Alsace
ENCPOS_1961_01,h0574,Berry du Xe
ENCPOS_1961_02,h0601,Martinique
ENCPOS_1961_03,h0713,Revermont
ENCPOS_1961_03,h0713,XIVe
ENCPOS_1961_05,h1238,France
ENCPOS_1961_05,h1238,XVIIIe
ENCPOS_1961_05,h1238,Contrôle général des finances et des
ENCPOS_1961_07,h1543,Lorraine
ENCPOS_1961_09,h1734,de Nîmes
ENCPOS_1961_10,h2200,Paris
ENCPOS_1961_10,h2200,XVIe siècle
ENCPOS_1961_11,h2390,Europe
ENCPOS_1961_11,h2390,XVIe siècle
ENCPOS_1961_13,h2496,Colmar
ENCPOS_1961_13,h2496,XIIIe
ENCPOS_1961_15,h2720,Bretagne
ENCPOS_1961_16,h2834,Caen
ENCPOS_1961_17,h2875,Normandie
ENCPOS_1961_17,h2875,Touraine
ENCPOS_1961_17,h2875,Bretagne
ENCPOS_1961_18,h2972,Cherbourg
ENCPOS_1961_18,h2972,XVIIIe
ENCPOS_1962_01,h0010,Saint-Antoine
ENCPOS_1962_04,h0228,Moyen-Poitou
ENCPOS_1962_05,"h0254,h1578",comté de Bar
ENCPOS_1962_06,h0529,de France
ENCPOS_1962_07,h0535,XVIIIe
ENCPOS_1962_08,h0672,Moyen
ENCPOS_1962_08,h0672,Nancy
ENCPOS_1962_10,h1298,Baugé
ENCPOS_1962_10,h1298,Maine-et-Loire
ENCPOS_1962_12,h1392,arrondissement forestier de Fontainebleau
ENCPOS_1962_13,h2295,île de
ENCPOS_1962_13,h2295,Tobago
ENCPOS_1962_14,h2495,diocèse de Boulogne
ENCPOS_1962_15,h2724,Bordeaux
ENCPOS_1962_17,h2794,de France
ENCPOS_1962_19,h3022,la Saône
ENCPOS_1962_20,h2778,Paris
ENCPOS_1963_01,h0080,Saint-Martial
ENCPOS_1963_01,h0080,Limoges
ENCPOS_1963_02,h0079,hôpital Saint-Antoine
ENCPOS_1963_03,h0081,abbayes bénédictines de Normandie
ENCPOS_1963_04,h0082,Russie
ENCPOS_1963_05,h2143,Nouvelle-France
ENCPOS_1963_05,h2143,XVIIIe
ENCPOS_1963_06,h0682,Recherches
ENCPOS_1963_06,h0682,Aiguebelle
ENCPOS_1963_08,h0983,Moissac
ENCPOS_1963_09,h1033,XVe siècle
ENCPOS_1963_10,h1123,Hambourg
ENCPOS_1963_11,h1226,Grandmont
ENCPOS_1963_12,h1389,I
ENCPOS_1963_14,h1725,duché de Montpensier
ENCPOS_1963_15,h1983,Alpes
ENCPOS_1963_16,h2056,Cluny
ENCPOS_1963_17,h2155,XVe siècle
ENCPOS_1963_17,h2155,Grand herbier
ENCPOS_1963_19,h2538,Paris
ENCPOS_1963_20,h2724,Bordeaux
ENCPOS_1963_21,h3042,comtes de Forez
ENCPOS_1963_22,h3094,patriciat de Strasbourg
ENCPOS_1963_22,h3094,Moyen
ENCPOS_1964_01,h0315,Sceaux
ENCPOS_1964_02,h0329,Auxerre
ENCPOS_1964_02,h0329,Rome
ENCPOS_1964_05,"h0417,h1069",Funérailles
ENCPOS_1964_05,"h0417,h1069",France
ENCPOS_1964_06,h0501,abbaye de Signy
ENCPOS_1964_06,h0501,Reims
ENCPOS_1964_07,h0681,Choiseul
ENCPOS_1964_08,h1016,Florac
ENCPOS_1964_09,h1174,empire ottoman
ENCPOS_1964_09,h1174,XVIIIe
ENCPOS_1964_10,h1298,Baugé
ENCPOS_1964_12,h1988,Comminges
ENCPOS_1964_12,h1988,Couserans
ENCPOS_1964_13,h2136,Crimée
ENCPOS_1964_14,h2212,Aunis
ENCPOS_1964_14,h2212,Saintonge
ENCPOS_1964_15,h2444,Saint-Evroult
ENCPOS_1964_16,h2511,la Chine
ENCPOS_1964_16,h2511,France
ENCPOS_1964_16,h2511,XVIIe
ENCPOS_1964_18,h2594,île de France
ENCPOS_1965_01,h0430,la France
ENCPOS_1965_01,h0430,Angleterre
ENCPOS_1965_02,h0780,XVIIIe
ENCPOS_1965_04,h1144,Dauphiné
ENCPOS_1965_04,h1144,Faucigny
ENCPOS_1965_05,h1519,Gênes
ENCPOS_1965_06,h1599,Paris
ENCPOS_1965_07,h1858,Bretagne
ENCPOS_1965_08,h2345,Picardie
ENCPOS_1965_10,h2583,Lauragais
ENCPOS_1965_11,h2954,abbaye d'Yerres
ENCPOS_1965_12,h2960,Montfaucon
ENCPOS_1966_03,h0844,Montpellier
ENCPOS_1966_03,h0844,XVe siècle
ENCPOS_1966_04,h0906,Île-de-France
ENCPOS_1966_05,h0944,Paris
ENCPOS_1966_07,h1105,Nantes
ENCPOS_1966_08,h2629,Viennois
ENCPOS_1966_09,h2683,Saint-Jean-de-Jérusalem
ENCPOS_1966_09,h2683,la France
ENCPOS_1966_11,h1741,Collioure
ENCPOS_1966_12,h2176,place de France
ENCPOS_1966_12,h2176,Temple
ENCPOS_1966_12,h2176,Paris
ENCPOS_1966_13,h2532,de France Isabeau
ENCPOS_1966_13,h2532,Bavière
ENCPOS_1966_14,h2570,Aubusson
ENCPOS_1966_14,h2570,Felletin
ENCPOS_1966_15,h2960,Montfaucon
ENCPOS_1967_01,h0719,Sannois
ENCPOS_1967_01,h0719,XVIIIe
ENCPOS_1967_01,h0719,Parisis
ENCPOS_1967_03,h0909,de France
ENCPOS_1967_04,h1227,Saint-Martial
ENCPOS_1967_04,h1227,Limoges
ENCPOS_1967_04,h1227,Limousin
ENCPOS_1967_08,h1800,Arras
ENCPOS_1967_09,h1818,diocèse de Sées
ENCPOS_1967_10,h1873,France
ENCPOS_1967_11,h2168,abbaye de Fontevrault
ENCPOS_1967_12,h2179,Loire
ENCPOS_1967_13,h2264,XVIIIe
ENCPOS_1967_13,h2264,Lefèvre
ENCPOS_1967_14,h2366,Salon-de-Provence
ENCPOS_1967_16,h2479,Evreux
ENCPOS_1967_17,h0950,Séville
ENCPOS_1967_18,h2681,XVIIIe
ENCPOS_1967_19,h2796,cité de Metz
ENCPOS_1967_19,h2796,XVe siècle
ENCPOS_1967_21,h2973,Conflans
ENCPOS_1967_21,h2973,Savoie
ENCPOS_1967_21,h2973,XVe siècle
ENCPOS_1968_01,h0161,XIVe
ENCPOS_1968_02,h0536,canton de Blanquefort
ENCPOS_1968_02,h0536,Gironde
ENCPOS_1968_03,h0540,Valognes
ENCPOS_1968_04,h0683,Chartres
ENCPOS_1968_04,h0683,XVIIIe
ENCPOS_1968_05,h0738,la France
ENCPOS_1968_05,h0738,Espagne
ENCPOS_1968_07,h1064,Grenoble
ENCPOS_1968_08,h1371,Chassy-en-Morvan
ENCPOS_1968_08,h1371,XIVe-XVIIIe
ENCPOS_1968_09,h1440,Saint-Lazare-de-Jérusalem
ENCPOS_1968_11,h1582,XIVe
ENCPOS_1968_13,h1630,abbaye cistercienne de
ENCPOS_1968_13,h1630,Pairis
ENCPOS_1968_13,h1630,Alsace
ENCPOS_1968_14,h1631,Ancelle
ENCPOS_1968_14,h1631,Champsaur
ENCPOS_1968_15,h1707,XIVe
ENCPOS_1968_16,h1979,Auxerre
ENCPOS_1968_17,h2085,Suisse
ENCPOS_1968_19,h2465,Mantes
ENCPOS_1968_19,h2465,XVe siècle
ENCPOS_1968_20,h2580,Français
ENCPOS_1968_20,h2580,cap de Bonne-Espérance
ENCPOS_1968_21,h2695,prévôté de Paris
ENCPOS_1968_23,h2978,Tours
ENCPOS_1968_23,h2978,Berne
ENCPOS_1969_01,h0526,XIVe
ENCPOS_1969_03,h0728,pont Notre-Dame
ENCPOS_1969_03,h0728,Paris
ENCPOS_1969_03,h0728,XVIIIe
ENCPOS_1969_04,h2047,Laon
ENCPOS_1969_05,h1070,forêt de Brix
ENCPOS_1969_05,h1070,Cotentin
ENCPOS_1969_05,h1070,XVIIIe
ENCPOS_1969_09,h1732,Reims
ENCPOS_1969_11,h1955,Baratre infernal de
ENCPOS_1969_12,h2095,abbaye Saint-Paul de Besançon
ENCPOS_1969_14,h2309,Albi
ENCPOS_1969_15,h2354,XVIIIe
ENCPOS_1969_16,h2371,Paris
ENCPOS_1969_16,h2371,Ligue
ENCPOS_1969_17,h2549,XVe siècle
ENCPOS_1969_20,h2974,Saint-Tropez
ENCPOS_1969_20,h2974,Var
ENCPOS_1970_01,h0033,Rochechouart
ENCPOS_1970_01,h0033,Haute-Vienne
ENCPOS_1970_02,h0162,Grand Couvent des Cordeliers de Paris
ENCPOS_1970_03,h0231,Marseille
ENCPOS_1970_03,h0231,XIVe
ENCPOS_1970_03,h0231,Cour du Palais
ENCPOS_1970_06,h0479,Pont-de-Veyle
ENCPOS_1970_07,h0522,Carpentras
ENCPOS_1970_08,h0787,Bidache
ENCPOS_1970_08,h0787,XVIIIe
ENCPOS_1970_09,h0883,Notre-Dame de Paris
ENCPOS_1970_11,h1073,Saint-Vaast
ENCPOS_1970_11,h1073,Arras
ENCPOS_1970_11,h1073,la France
ENCPOS_1970_12,h1343,pont Saint-Michel
ENCPOS_1970_12,h1343,Paris
ENCPOS_1970_12,h1343,XVIIIe
ENCPOS_1970_13,h1515,Débat
ENCPOS_1970_14,h0424,Vaudois
ENCPOS_1970_15,h1671,Saint-Domingue
ENCPOS_1970_15,h1671,Saint-Marc
ENCPOS_1970_16,h1740,abbaye de Montmajour
ENCPOS_1970_18,h2241,Gourdon
ENCPOS_1970_18,h2241,Quercy
ENCPOS_1970_21,h2307,abbaye d'Ourscamp
ENCPOS_1970_21,h2307,Moyen Age
ENCPOS_1970_22,h2348,La France
ENCPOS_1970_22,h2348,Maroc
ENCPOS_1970_23,h2434,XVIIIe
ENCPOS_1970_24,h2435,Guadeloupe
ENCPOS_1970_25,h2630,Lyon
ENCPOS_1970_26,h2848,Haut-Vivarais
ENCPOS_1970_27,h2922,château de Compiègne
ENCPOS_1970_27,h2922,XVIIIe
ENCPOS_1970_29,h2999,XIVe
ENCPOS_1970_30,h3060,XVIIIe
ENCPOS_1971_01,h0046,Hélinand de Froidmont
ENCPOS_1971_02,h0425,Occident
ENCPOS_1971_02,h0425,Moyen
ENCPOS_1971_03,h0233,Saint-Martin-des-Champs
ENCPOS_1971_03,h0233,Paris
ENCPOS_1971_04,h0474,XVIIIe
ENCPOS_1971_05,h0654,Italie
ENCPOS_1971_07,h0691,Léman
ENCPOS_1971_08,h0969,Gervais
ENCPOS_1971_08,h0969,Tilbury
ENCPOS_1971_10,h1296,ducs de
ENCPOS_1971_10,h1296,Stanislas
ENCPOS_1971_11,h1332,canton de Beaumont-Hague
ENCPOS_1971_11,h1332,Manche
ENCPOS_1971_12,h1445,Mâcon
ENCPOS_1971_13,h1492,abbaye de Saint-Florent-lès-Saumur
ENCPOS_1971_13,h1492,Mont-Glonne
ENCPOS_1971_13,h1492,château de Saumur
ENCPOS_1971_14,h1493,abbaye Notre-Dame de la Roë
ENCPOS_1971_15,h1609,XVe siècle
ENCPOS_1971_16,h1827,Picardie
ENCPOS_1971_16,h1827,Dumoulin
ENCPOS_1971_17,h1828,Matinées
ENCPOS_1971_18,h2259,Ambert
ENCPOS_1971_18,h2259,Livradois
ENCPOS_1971_19,h2274,Pondichéry
ENCPOS_1971_19,h2274,XVIIIe
ENCPOS_1971_21,h2548,Lauragais
ENCPOS_1971_22,h2577,Collège des Cholets
ENCPOS_1971_23,h2627,Dauphiné
ENCPOS_1971_23,h2627,Moyen
ENCPOS_1971_25,h2800,Rhin
ENCPOS_1971_25,h2800,XIVe
ENCPOS_1971_25,h2800,XVe siècle
ENCPOS_1971_26,h2869,Rodez
ENCPOS_1971_26,h2869,XVe siècle
ENCPOS_1971_27,h2964,Limoges
ENCPOS_1971_28,h3052,Bordeaux
ENCPOS_1971_29,h3102,Alsace
ENCPOS_1972_01,h0849,Corse
ENCPOS_1972_01,h0849,Moyen
ENCPOS_1972_02,h0233,Saint-Martin-des-Champs
ENCPOS_1972_02,h0233,Paris
ENCPOS_1972_03,h0249,La Madeleine de Châteaudun
ENCPOS_1972_04,h0500,Jérusalem
ENCPOS_1972_04,h0500,Sinaï
ENCPOS_1972_04,h0500,XIVe
ENCPOS_1972_06,h0693,Aube
ENCPOS_1972_06,h0693,Seine-et-Marne
ENCPOS_1972_07,h1482,Nivernais
ENCPOS_1972_07,h1482,Saint-Parize-le-Châtel
ENCPOS_1972_07,h1482,XVIIIe
ENCPOS_1972_08,h1596,Châlons-sur-Marne
ENCPOS_1972_08,h1596,XVIIIe
ENCPOS_1972_09,h1926,abbaye de Saint-Seine
ENCPOS_1972_10,h1959,Grands Carmes de Toulouse
ENCPOS_1972_11,h2084,Cornouaille
ENCPOS_1972_12,h2144,Carentan
ENCPOS_1972_13,h2166,Amboise
ENCPOS_1972_13,h2166,XVIIIe
